char,division,code,quick_simp,quick_trad,region,details
匐,一口田,WFLJ,wfl,,GB2312,{⼓同月}一口田
匕,匕,Riƒ,ri,ri,GB2312,
化,亻匕,ERi,er,,GB2312,
北,丬匕,URih,uri,uri,GB2312,
匙,日一龰匕,JFNR,,,GB2312,
匚,匚,Gfƒ,,,GB2312,
匝,匚巾,GMjf,gmj,gmj,GB2312,
匠,匚斤,GEjf,gej,gej,GB2312,
匡,匚王,GGvf,,,GB2312,
匣,匚甲,GKaf,gka,gka,GB2312,
匦,匚车九,GHYj,,,GB2312,
匪,匚非,GLif,gli,gli,GB2312,
匮,匚口上贝,GLKK,glk,,GB2312,
匹,兀乚,HXiw,hx,hxi,GB2312,
区,匚乂,GWaf,gw,gwa,GB2312,
医,匚矢,GQif,gq,gqi,GB2312,
匾,匚户冊,GONc,gon,gon,GB2312,
匿,匚艹口,GSSL,gss,gss,GB2312,匚艹{右頭}口
十,十,Dhƒ,dh,dh,GB2312,
千,千,Wqƒ,,,GB2312,
卅,卅,Svƒƒ,svf,svf,GB2312,
升,丿卄,QSvp,qsv,qsv,GB2312,
午,十,QDh,,qd,GB2312,{丿一同竹}十
卉,十卄,DSvh,dsv,dsv,GB2312,
半,丷,UAvh,uav,uav,GB2312,丷キ
华,亻匕十,ERDh,erd,,GB2312,
协,十力八,DXTb,dxt,dxt,GB2312,
卑,十,WDhu,wdh,wdh,GB2312,{卑上同鬼}十
卒,亠人人十,OTTD,ott,,GB2312,
卓,卜早,MJoo,mjo,mjo,GB2312,
单,丷日十,UJDh,uj,ujd,GB2312,
卖,十乙⺀大,DVSG,dvs,dvs,GB2312,十乙{两点同二}大
南,十冂䒑十,DKUD,dku,dku,GB2312,
博,十甫寸,DFAc,dfa,dfa,GB2312,
卜,卜,Moƒ,,,GB2312,
卞,亠卜,OMo,,,GB2312,
卟,口卜,LMo,,,GB2312,
占,卜口,MLvo,mlv,mlv,GB2312,
卡,上卜,KMos,kmo,kmo,GB2312,
卢,卜尸,MBho,mbh,mbh,GB2312,
卣,卜囗コ,MNBu,mnb,mnb,GB2312,卜囗{コ同又}
卤,卜囗乂,MNWa,mnw,mnw,GB2312,
卦,土土卜,HHMo,hhm,hhm,GB2312,
卧,臣卜,SMoc,sm,smo,GB2312,
卩,卩,Xjƒ,,,GB2312,
卫,卩一,XFij,xf,xfi,GB2312,
卮,一乙,EFVi,,,GB2312,{𠂆同斤}一乙
卯,卯,Taƒ,,ta,GB2312,
印,一卩,TFXj,tfx,tfx,GB2312,{卬左同卯}一卩
危,冖厂乙,YSVi,ysv,ysv,GB2312,
即,彐厶卩,XVXj,xv,xv,GB2312,
却,土厶卩,HVXj,hvx,,GB2312,
卵,卯丶丶,TOOd,too,too,GB2312,
卷,丷夫乙,UGVi,ugv,ugv,GB2312,
卸,一止卩,QFNX,qfn,qfn,GB2312,{丿一同竹}一止卩
卺,乙水一乙,VKFV,,,GB2312,
卿,彐厶卩,TXVX,txv,txv,GB2312,{卯左同卯}彐厶卩
厂,厂,Shƒ,,,GB2312,
厄,厂乙,SVih,,,GB2312,
厅,厂丁,SAnh,san,san,GB2312,
历,厂力,SXlh,sx,sxl,GB2312,
厉,厂乙,SDVi,sdv,sdv,GB2312,厂{丆同石}乙
压,厂土丶,SHOd,sh,,GB2312,
厌,厂犬,SSah,ssa,ssa,GB2312,
厍,厂车,SHch,shc,shc,GB2312,
厕,厂贝刂,SKMd,skm,skm,GB2312,
厘,厂甲二,SKSr,sks,sks,GB2312,
厚,厂日子,SJBi,sjb,sjb,GB2312,
厝,厂龷日,SSJv,ssj,ssj,GB2312,
原,厂白小,SEMa,sem,sem,GB2312,
厢,厂木目,SFMv,sfm,sfm,GB2312,
厣,厂犬甲,SSKa,,,GB2312,
厥,厂䒑屮欠,SUXE,sux,sux,GB2312,厂䒑{屮同凵}欠
厦,厂目夂,SDME,sdm,sdm,GB2312,厂{丆同石}目夂
厨,厂一口寸,SFLA,,,GB2312,
厩,厂彐厶儿,SXVQ,sxv,sxv,GB2312,
厮,厂其斤,SDEj,sde,sde,GB2312,
厶,厶,Vvƒ,,,GB2312,
去,土厶,HVv,,,GB2312,
县,且厶,MVvq,mvv,mvv,GB2312,
叁,厶大三,VGFn,vgf,vgf,GB2312,
参,厶大彡,VGTi,vg,vg,GB2312,
又,又,Buƒ,bu,bu,GB2312,
叉,又丶,BOdu,,,GB2312,
及,乃丶,VOda,vo,vo,GB2312,
友,又,SBuu,sb,sbu,GB2312,{右頭}又
双,又又,BBuu,bb,bbu,GB2312,
反,又,EBuj,eb,eb,GB2312,{𠂆同斤}又
发,乚夂丶,XEOd,xe,xeo,GB2312,
叔,上小又,KMBu,kmb,km,GB2312,
取,耳又,ABur,abu,ab,GB2312,
受,爪冖又,EYBu,eyb,eyb,GB2312,
变,亦又,PBui,pb,pbu,GB2312,
叙,人一朩又,TFFB,,,GB2312,
叛,丷又,UAEB,uae,uae,GB2312,丷キ{𠂆同斤}又
叟,臼丨又,RNBu,rnb,rnb,GB2312,
叠,又又又且,BBBM,,,GB2312,
口,口,Lvƒ,lv,lv,GB2312,
古,古,Dgƒ,dg,dg,GB2312,
句,口,WLv,,,GB2312,{⼓同月}口
另,口力,LXl,,,GB2312,
叨,口刀,LBd,,,GB2312,
叩,口卩,LXj,,,GB2312,
只,口八,LTb,lt,lt,GB2312,
叫,口丩,LXc,,,GB2312,口{丩同凵}
召,刀口,BLvd,blv,blv,GB2312,
叭,口八,LTb,,,GB2312,
叮,口丁,LAn,,,GB2312,
可,丁口,ALvn,aal,a,GB2312,
台,厶口,VLv,,,GB2312,
叱,口匕,LRi,,,GB2312,
史,口乂,LWa,lw,,GB2312,
右,口,SLvu,slv,sl,GB2312,{右頭}口
叵,匚口,GLvf,glv,glv,GB2312,
叶,口十,LDh,ld,,GB2312,
号,口丂,LSk,,,GB2312,
司,乙一口,VFLv,vfl,vf,GB2312,
叹,口又,LBu,,,GB2312,
叻,口力,LXl,,,GB2312,
叼,口乙一,LVFi,lvf,lvf,GB2312,
叽,口几,LQj,,,GB2312,
吁,口一,LFAu,lfa,lfa,GB2312,口一{于下}
吃,口乙,LQVi,lq,lqv,GB2312,口{丿一同竹}乙
各,夂口,ELvh,elv,el,GB2312,
吆,口幺,LCo,,,GB2312,
合,合,Yeƒ,ye,ye,GB2312,
吉,士口,HLvh,hlv,hlv,GB2312,
吊,口巾,LMj,,,GB2312,
同,冂一口,KFLv,kf,kfl,GB2312,
名,夕口,RLvk,rlv,rlv,GB2312,
后,一口,EFLv,efl,,GB2312,{𠂆同斤}一口
吏,一口乂,FLWa,flw,flw,GB2312,
吐,口土,LHv,,,GB2312,
向,向,Rgƒ,rg,rg,GB2312,
吒,口丿七,LQAi,,,GB2312,
吓,口下,LAk,,,GB2312,
吕,口口,LLv,,,GB2312,
吖,口丷丨,LUNs,,,GB2312,
吗,口马,LXm,lx,,GB2312,
君,彐丿口,XQLv,xql,xq,GB2312,
吝,文口,PLve,plv,pl,GB2312,
吞,一大口,FGLv,fgl,,GB2312,
吟,口人丶乙,LTOV,lto,,GB2312,
吠,口犬,LSa,,,GB2312,
吡,口匕匕,LRRi,,,GB2312,
吣,口心,LYv,,,GB2312,
否,不口,DLvu,dl,dlv,GB2312,
吧,口巴,LCa,lc,lc,GB2312,
吨,口七凵,LAXc,lax,,GB2312,
吩,口八刀,LTBd,,,GB2312,
含,人丶乙口,TOVL,,,GB2312,
听,口斤,LEj,le,,GB2312,
吭,口亠几,LOQj,loq,loq,GB2312,
吮,口厶儿,LVQr,,,GB2312,
启,户口,OLvh,olv,,GB2312,
吱,口十又,LDBu,ldb,ldb,GB2312,
吲,口弓丨,LVNs,,,GB2312,
吴,口一大,LFGd,lfg,lfg,GB2312,
吵,口小丿,LMQp,,,GB2312,
吸,口乃丶,LVOd,lvo,lvo,GB2312,
吹,口欠,LEi,,,GB2312,
吻,口,LWTi,lwt,lwt,GB2312,口{⼓同月}{两撇同彡}
吼,口子乚,LBXi,lbx,lbx,GB2312,
吾,一口,FCLv,fcl,fcl,GB2312,一{五下同韋}口
呀,口牙,LHy,lh,lh,GB2312,
呃,口厂乙,LSVi,lsv,lsv,GB2312,
呆,口木,LFv,lf,lf,GB2312,
呈,口王,LGv,lg,,GB2312,
告,口,WLvn,wl,wl,GB2312,⺧口
呋,口夫,LGu,,,GB2312,
呐,口冂人,LKTe,lkt,lkt,GB2312,
呒,口一尢,LFDo,lfd,lfd,GB2312,
呓,口艹乙,LSVi,,,GB2312,
呔,口大丶,LGOd,lgo,lgo,GB2312,
呕,口匚乂,LGWa,lgw,lgw,GB2312,
呖,口厂力,LSXl,lsx,lsx,GB2312,
呗,口贝,LKb,,,GB2312,
员,口贝,LKb,,,GB2312,
呙,口冂人,LKTe,,,GB2312,
呛,口人乙,LTVi,,,GB2312,
呜,口乌,LEw,,,GB2312,
呢,口尸匕,LBRi,lb,lb,GB2312,
呤,口人丶又,LTOB,,,GB2312,口人丶{マ同又}
呦,口幺力,LCXl,lcx,lcx,GB2312,
周,土口,WHLv,whl,whl,GB2312,{⺆同月}土口
呱,口瓜,LQu,,,GB2312,
呲,口止匕,LNRi,lnr,,GB2312,
味,口未,LHe,,,GB2312,
呵,口丁口,LALv,la,la,GB2312,
呶,口女又,LCBu,lcb,lcb,GB2312,
呷,口甲,LKa,,,GB2312,
呸,口不一,LDFi,,,GB2312,
呻,口申,LKe,,,GB2312,
呼,口丿丷,LQUA,,,GB2312,口丿丷{于下}
命,合卩,YXje,yx,yxj,GB2312,
咀,口且,LMq,,,GB2312,
咂,口匚巾,LGMj,lgm,lgm,GB2312,
咄,口屮凵,LXXc,lxx,lxx,GB2312,口{屮同凵}凵
咆,口巳,LWXs,lwx,lwx,GB2312,口{⼓同月}巳
咋,口,LQMo,lqm,lqm,GB2312,口{丿一同竹}{乍下同卜}
和,禾口,RLvh,rl,rl,GB2312,
咎,夂卜口,EMLv,eml,,GB2312,
咏,口丶水,LOKh,lok,lok,GB2312,
咐,口亻寸,LEAc,lea,lea,GB2312,
咒,口口几,LLQj,llq,llq,GB2312,
咔,口上卜,LKMo,lkm,,GB2312,
咕,口古,LDg,,,GB2312,
咖,口力口,LXLv,,,GB2312,
咙,口尤丿,LDQp,ldq,ldq,GB2312,
咚,口夂⺀,LESr,les,les,GB2312,口夂{两点同二}
咛,口宀丁,LOAn,loa,loa,GB2312,
咝,口纟,LVVs,lvv,lvv,GB2312,口{纟上同纟}纟
咣,口小兀,LMHw,,,GB2312,
咤,口宀丿七,LOQA,,,GB2312,
咦,口大弓,LGVo,lgv,,GB2312,
咧,口歹刂,LDMd,ldm,ldm,GB2312,
咨,二欠口,SELv,sel,,GB2312,
咩,口羊,LUg,,,GB2312,
咪,口米,LPm,,,GB2312,
咫,尸㇏口八,BOLT,bol,bol,GB2312,
咬,口亠八乂,LOTW,lot,lo,GB2312,
咭,口士口,LHLv,,,GB2312,
咯,口夂口,LELv,lel,lel,GB2312,
咱,口自,LTk,,,GB2312,
咳,口亥,LOi,,,GB2312,
咴,口火,LSUv,,,GB2312,口{右頭}火
咸,戊一口,DFLv,dfl,dfl,GB2312,
咻,口亻木,LEFv,lef,lef,GB2312,
咽,口囗大,LNGd,,,GB2312,
咿,口亻彐丿,LEXQ,lex,lex,GB2312,
哀,亠口𧘇,OLWy,olw,olw,GB2312,
品,口口口,LLLv,ll,lll,GB2312,
哂,口西,LDi,,,GB2312,
哄,口龷八,LSTb,lst,lst,GB2312,
哆,口夕夕,LRRk,lrr,lrr,GB2312,
哇,口土土,LHHv,lhh,lhh,GB2312,
哈,口合,LYe,ly,ly,GB2312,
哉,十戈口,DGLv,dgl,dgl,GB2312,
哌,口𧘇,LEWy,,,GB2312,口{𠂆同斤}𧘇
响,口向,LRg,lr,,GB2312,
哎,口艹乂,LSWa,lsw,lsw,GB2312,
哏,口艮,LVn,,,GB2312,
哐,口匚王,LGGv,lgg,lgg,GB2312,
哑,口丌䒑,LAUh,lau,lau,GB2312,
哒,口大辶,LGPo,,,GB2312,
哓,口七丿兀,LAQH,laq,laq,GB2312,
哔,口匕匕十,LRRD,,,GB2312,
哕,口山夕,LJRk,ljr,ljr,GB2312,
哗,口亻匕十,LERD,ler,ler,GB2312,
哙,口人二厶,LTSV,,,GB2312,
哚,口几木,LQFv,,,GB2312,
哜,口文,LPTb,,,GB2312,口文{介下同八}
哝,口冖𧘇,LYWy,,,GB2312,
哞,口厶牛,LVWn,,,GB2312,
哟,口纟丶,LVWO,lvw,lvw,GB2312,口纟{⼓同月}丶
哥,丁口丁口,ALAL,ala,ala,GB2312,
哦,口丿扌戈,LQAG,lqa,lqa,GB2312,
哧,口土八,LHTT,lht,,GB2312,口土{介下同八}八
哨,口小月,LMWv,lmw,lmw,GB2312,
哩,口甲二,LKSr,lks,lks,GB2312,
哪,口刀二阝,LBSC,lbs,lbs,GB2312,
哭,口口犬,LLSa,lls,,GB2312,
哮,口耂子,LHBi,lhb,lhb,GB2312,
哲,扌斤口,AELv,ael,ael,GB2312,
哳,口扌斤,LAEj,,,GB2312,
哺,口甫,LFu,,,GB2312,
哼,口亠口了,LOLV,lo,lol,GB2312,
哽,口一日乂,LFJW,lfj,,GB2312,
哿,力口丁口,XLAL,xla,xla,GB2312,
唁,口言,LUa,,,GB2312,
唆,口厶八夂,LVTE,lvt,lvt,GB2312,
唇,辰口,SLvn,,slv,GB2312,
唉,口厶矢,LVQi,lvq,lvq,GB2312,
唏,口乂巾,LWSM,lws,lws,GB2312,口乂{右頭}巾
唐,广コ古,UBDg,ub,ubd,GB2312,广{コ同又}古
唑,口人人土,LTTH,ltt,ltt,GB2312,
唔,口一口,LFCL,lfc,lfc,GB2312,口一{五下同韋}口
唛,口龶夂,LHEh,,,GB2312,
唠,口艹冖力,LSYX,lsy,,GB2312,
唢,口小贝,LMKb,lmk,lmk,GB2312,
唣,口白七,LEAi,,,GB2312,
唤,口冖冂大,LYKG,lyk,,GB2312,
唧,口彐厶卩,LXVX,lxv,lxv,GB2312,
唪,口𡗗,LGAv,lga,lga,GB2312,口𡗗キ
唬,口虎,LMh,,,GB2312,
售,隹口,WLvi,,,GB2312,
唯,口隹,LWi,,lw,GB2312,
唰,口尸巾刂,LBMM,,,GB2312,
唱,口日日,LJJv,ljj,ljj,GB2312,
唳,口户犬,LOSa,,,GB2312,
唷,口亠厶月,LOVW,lov,lov,GB2312,
唼,口立女,LICv,lic,lic,GB2312,
唾,口壬龷,LESv,,,GB2312,
唿,口心,LWTY,,,GB2312,口{⼓同月}{两撇同彡}心
啁,口土口,LWHL,lwh,lwh,GB2312,口{⺆同月}土口
啃,口止月,LNWv,lnw,lnw,GB2312,
啄,口豕丶,LDOd,ldo,ldo,GB2312,
商,亠丷冂口,OUKL,ouk,ouk,GB2312,
啉,口木木,LFFv,,,GB2312,
啊,口阝丁口,LCAL,,,GB2312,
啐,口亠人十,LOTD,,lot,GB2312,
啕,口缶,LWWo,lww,lww,GB2312,口{⼓同月}缶
啖,口火火,LUUv,luu,luu,GB2312,
啜,口又又又,LBBB,,,GB2312,
啡,口非,LLi,,,GB2312,
啤,口十,LWDh,lwd,lwd,GB2312,口{卑上同鬼}十
啥,口人干口,LTHL,lth,lth,GB2312,
啦,口扌立,LAIi,lai,lai,GB2312,
啧,口龶贝,LHKb,lhk,lhk,GB2312,
啪,口扌白,LAEb,lae,lae,GB2312,
啬,十䒑囗口,DUNL,dun,dun,GB2312,
啭,口车二丶,LHSO,lhs,lhs,GB2312,
啮,口止人凵,LNTX,lnt,lnt,GB2312,
啵,口氵皮,LIVp,liv,liv,GB2312,
啶,口宀一龰,LOFN,lof,lof,GB2312,
啷,口丶彐阝,LOXC,lox,lox,GB2312,
啸,口彐小,LXMT,,,GB2312,口彐小{介下同八}
啻,亠丷冖口,OUYL,,,GB2312,
啼,口亠丷巾,LOUM,,,GB2312,
啾,口禾火,LRUv,lru,lru,GB2312,
喀,口宀夂口,LOEL,loe,loe,GB2312,
喁,口禺,LKy,,,GB2312,
喂,口田,LJGf,ljg,ljg,GB2312,口田{畏下同匚}
喃,口十冂十,LDKD,ldk,ldk,GB2312,
善,羊䒑口,UULv,uul,uul,GB2312,
喇,口木口刂,LFLM,lfl,,GB2312,
喈,口匕匕白,LRRE,,,GB2312,
喉,口亻コ矢,LEBQ,leb,le,GB2312,口亻{コ同又}矢
喊,口戊一口,LDFL,ldf,ldf,GB2312,
喋,口世木,LHFv,lhf,lhf,GB2312,
喏,口艹口,LSSL,lss,lss,GB2312,口艹{右頭}口
喑,口立日,LIJv,,,GB2312,
喔,口尸至,LBHk,lbh,lbh,GB2312,
喘,口山而,LJSj,ljs,ljs,GB2312,
喙,口豕,LBDs,,,GB2312,口{互中同母}豕
喜,士口䒑口,HLUL,hl,hlu,GB2312,
喝,口日乚,LJWX,lj,lj,GB2312,口日{⼓同月}乚
喟,口田月,LJWv,,,GB2312,
喧,口宀二日,LOSJ,los,los,GB2312,
喱,口厂甲二,LSKS,,,GB2312,
喳,口木日一,LFJF,,lfj,GB2312,
喵,口艹田,LSJt,,lsj,GB2312,
喷,口十卄贝,LDSK,lds,,GB2312,
喹,口大土土,LGHH,lgh,lgh,GB2312,
喻,口人一刂,LTFM,ltf,ltf,GB2312,
喽,口米女,LPCv,lpc,lpc,GB2312,
喾,ッ冖口,IYWL,,,GB2312,{三點同氵}冖⺧口
嗄,口目夂,LDME,,,GB2312,口{丆同石}目夂
嗅,口自犬,LTSa,lts,lts,GB2312,
嗉,口龶糸,LHBv,,,GB2312,
嗌,口䒑八皿,LUTM,lut,lut,GB2312,
嗍,口䒑屮月,LUXW,lux,lux,GB2312,口䒑{屮同凵}月
嗑,口土厶皿,LHVM,,,GB2312,
嗒,口艹合,LSYe,,lsy,GB2312,
嗓,口又又木,LBBF,lbb,lbb,GB2312,
嗔,口十且八,LDMT,,,GB2312,
嗖,口臼丨又,LRNB,lrn,lrn,GB2312,
嗜,口耂匕日,LHRJ,lhr,lhr,GB2312,
嗝,口一口丨,LFLN,,,GB2312,
嗟,口羊工,LUFo,luf,luf,GB2312,
嗡,口八厶羽,LTVX,ltv,ltv,GB2312,
嗣,口冊乙口,LNVL,lnv,lnv,GB2312,
嗤,口屮一虫,LXFK,lxf,lxf,GB2312,口{屮同凵}一虫
嗥,口白大十,LEGD,leg,leg,GB2312,
嗦,口十冖糸,LDYB,ldy,,GB2312,
嗨,口氵母,LIQB,liq,liq,GB2312,口氵{丿一同竹}母
嗪,口𡗗禾,LGRh,lgr,lgr,GB2312,
嗫,口耳又又,LABB,lab,lab,GB2312,
嗬,口艹亻口,LSEL,lse,lse,GB2312,
嗯,口囗大心,LNGY,lng,lng,GB2312,
嗲,口八乂夕,LTWR,ltw,ltw,GB2312,
嗳,口爪冖又,LEYB,ley,ley,GB2312,
嗵,口又用辶,LBTP,lbt,lbt,GB2312,口{マ同又}用辶
嗷,口龶夂,LHWE,lhw,lhw,GB2312,口龶{⼓同月}夂
嗽,口木口欠,LFLE,,lfl,GB2312,
嗾,口方矢,LOQQ,,,GB2312,口方{丿一同竹}矢
嘀,口亠丷古,LOUD,lou,lou,GB2312,
嘁,口戊上小,LDKM,,,GB2312,
嘈,口龷日日,LSJJ,lsj,,GB2312,
嘉,士口䒑口,HLUL,,hl,GB2312,
嘌,口覀示,LDHs,ldh,,GB2312,
嘎,口目戈,LDMG,,,GB2312,口{丆同石}目戈
嘏,古尸二又,DBSB,,,GB2312,
嘘,口虍〢䒑,LMNU,lmn,lmn,GB2312,口{虎头同虎}〢䒑
嘛,口麻,LPa,lp,lp,GB2312,
嘞,口革力,LGXl,lgx,lgx,GB2312,
嘟,口耂日阝,LHJC,lhj,lhj,GB2312,
嘣,口山月月,LJWW,ljw,ljw,GB2312,
嘤,口贝贝女,LKKC,,,GB2312,
嘧,口宀心山,LOYJ,loy,loy,GB2312,
嘬,口日耳又,LJAB,lja,lja,GB2312,
嘭,口士口彡,LHLT,,,GB2312,
嘱,口尸丿冂,LBQK,lbq,lbq,GB2312,
嘲,口十早月,LDJW,ldj,ldj,GB2312,
嘴,口止匕用,LNRT,ln,ln,GB2312,
嘶,口其斤,LDEj,lde,lde,GB2312,
嘹,口大丷小,LGUM,,,GB2312,
嘻,口士口口,LHLL,lhl,lhl,GB2312,
嘿,口黑,LNe,,,GB2312,
噌,口丷日日,LUJJ,lu,luj,GB2312,
噍,口隹灬,LWUh,lwu,lwu,GB2312,
噎,口士冖䒑,LHYU,lhy,lhy,GB2312,
噔,口癶一䒑,LBFU,lbf,lbf,GB2312,口{登上同又}一䒑
噗,口〢䒑夫,LNUG,lnu,lnu,GB2312,
噘,口厂䒑欠,LSUE,lsu,lsu,GB2312,
噙,口人文厶,LTPV,ltp,ltp,GB2312,
噜,口鱼日,LQJv,,,GB2312,
噢,口米大,LRPG,lrp,lrp,GB2312,口{囟框同向}米大
噤,口木木示,LFFH,lff,lff,GB2312,
器,㗊犬,LSaj,ls,,GB2312,
噩,王㗊,GLj,,,GB2312,
噪,口口口木,LLLF,lll,,GB2312,
噫,口立日心,LIJY,lij,lij,GB2312,
噬,口竹工人,LQFT,lqf,lqf,GB2312,
噱,口虍豕,LMDs,lmd,lmd,GB2312,口{虎头同虎}豕
噶,口艹日乚,LSJX,,,GB2312,
噻,口宀土,LOSH,,,GB2312,口宀{冓上同艹}土
噼,口尸口辛,LBLO,lbl,lbl,GB2312,
嚅,口雨而,LDSj,,,GB2312,
嚆,口艹高,LSPg,lsp,lsp,GB2312,
嚎,口豕,LPDs,lpd,lpd,GB2312,口{高上同高}豕
嚏,口十冖龰,LDYN,,ldy,GB2312,
嚓,口宀示,LOWH,,low,GB2312,口宀{祭上同月}示
嚣,㗊贝,LDKb,,,GB2312,㗊{丆同石}贝
嚯,口雨隹,LDWi,ldw,ldw,GB2312,
嚷,口亠口𧘇,LOLW,lol,,GB2312,
嚼,口爪罒寸,LEMA,lem,lem,GB2312,
囊,十口冖𧘇,DLYW,dly,dly,GB2312,
囔,口十口𧘇,LDLW,,,GB2312,
囗,囗,Nwƒ,,,GB2312,
囚,囗人,NTew,nte,nte,GB2312,
四,囗儿,NQrw,nq,nq,GB2312,
囝,囗子,NBiw,,,GB2312,
回,囗口,NLvw,n,nl,GB2312,
囟,乂,RWag,rwa,rwa,GB2312,{囟框同向}乂
因,囗大,NGdw,ng,ng,GB2312,
囡,囗女,NCvw,nc,ncv,GB2312,
团,囗丿,NAQp,na,naq,GB2312,囗{于下}丿
囤,囗七凵,NAXc,nax,nax,GB2312,
囫,囗,NWTi,nwt,nwt,GB2312,囗{⼓同月}{两撇同彡}
园,囗一兀,NFHw,nfh,nfh,GB2312,
困,囗木,NFvw,nf,nf,GB2312,
囱,夂,REhg,,,GB2312,{囟框同向}夂
围,囗乙,NAVi,nav,nav,GB2312,囗キ乙
囵,囗人匕,NTRi,ntr,ntr,GB2312,
囹,囗人丶又,NTOB,,,GB2312,囗人丶{マ同又}
固,囗古,NDgw,nd,ndg,GB2312,
国,囗王丶,NGOd,ngo,ngo,GB2312,
图,囗夂⺀,NESr,nes,nes,GB2312,囗夂{两点同二}
囿,囗月,NSWv,nsw,nsw,GB2312,囗{右頭}月
圃,囗甫,NFuw,nfu,nfu,GB2312,
圄,囗一口,NFCL,nfc,nfc,GB2312,囗一{五下同韋}口
圆,囗口贝,NLKb,nl,nlk,GB2312,
圈,囗丷夫乙,NUGV,nug,nug,GB2312,
圉,囗土䒑十,NHUD,nhu,nhu,GB2312,
圊,囗龶月,NHWv,nhw,nhw,GB2312,
圜,囗罒一𧘇,NMFW,nmf,nmf,GB2312,
土,土,Hvƒ,hv,hv,GB2312,
圣,又土,BHvu,bhv,bhv,GB2312,
在,丨土,SNHv,sn,sn,GB2312,{右頭}丨土
圩,土一,HFAu,hfa,hfa,GB2312,土一{于下}
圪,土乙,HQVi,hqv,hqv,GB2312,土{丿一同竹}乙
圬,土一丂,HFSk,hfs,hfs,GB2312,
圭,土土,HHv,,,GB2312,
圮,土己,HBj,,,GB2312,
圯,土巳,HXs,,,GB2312,
地,土也,HCy,h,h,GB2312,
圳,土川,HQc,hq,hq,GB2312,
圹,土广,HUu,,,GB2312,
场,土乙,HVTi,hvt,hvt,GB2312,土乙{两撇同彡}
圻,土斤,HEj,,,GB2312,
圾,土乃丶,HVOd,hvo,hvo,GB2312,
址,土止,HNi,hn,hn,GB2312,
坂,土又,HEBu,heb,heb,GB2312,土{𠂆同斤}又
均,土二,HWSr,hws,hws,GB2312,土{⼓同月}二
坊,土方,HOg,,,GB2312,
坌,八刀土,TBHv,tbh,tbh,GB2312,
坍,土亠,HWOv,hwo,hwo,GB2312,土{⺆同月}亠
坎,土欠,HEi,,,GB2312,
坏,土不,HDu,,,GB2312,
坐,人人土,TTHv,tth,tt,GB2312,
坑,土亠几,HOQj,hoq,hoq,GB2312,
块,土乙大,HVGd,hvg,hvg,GB2312,
坚,〢又土,NBHv,nbh,nbh,GB2312,
坛,土二厶,HSVv,hsv,hsv,GB2312,
坜,土厂力,HSXl,,,GB2312,
坝,土贝,HKb,,,GB2312,
坞,土乌,HEw,,,GB2312,
坟,土文,HPe,,,GB2312,
坠,阝人土,CTHv,cth,cth,GB2312,
坡,土皮,HVp,,,GB2312,
坤,土申,HKe,,,GB2312,
坦,土日一,HJFi,hjf,,GB2312,
坨,土宀匕,HORi,hor,hor,GB2312,
坩,土卄二,HSSr,hss,hss,GB2312,
坪,土干丷,HHUh,hhu,hhu,GB2312,
坫,土卜口,HMLv,hml,hml,GB2312,
坭,土尸匕,HBRi,hbr,hbr,GB2312,
坯,土不一,HDFi,hdf,hdf,GB2312,
坳,土幺力,HCXl,hcx,hcx,GB2312,
坶,土母,HBm,,,GB2312,
坷,土丁口,HALv,,,GB2312,
坻,土七丶,HTAO,hta,hta,GB2312,土{卬左同卯}七丶
坼,土斤丶,HEOd,heo,heo,GB2312,
垂,壬龷,ESve,esv,esv,GB2312,
垃,土立,HIi,,,GB2312,
垄,尤丿土,DQHv,,,GB2312,
垅,土尤丿,HDQp,,,GB2312,
垆,土卜尸,HMBh,,,GB2312,
型,一卄刂土,FSMH,fsm,fsm,GB2312,
垌,土冂一口,HKFL,,hkf,GB2312,
垒,厶厶厶土,VVVH,,,GB2312,
垓,土亥,HOi,,,GB2312,
垛,土几木,HQFv,hqf,hqf,GB2312,
垠,土艮,HVn,,,GB2312,
垡,亻戈土,EGHv,egh,egh,GB2312,
垢,土一口,HEFL,hef,hef,GB2312,土{𠂆同斤}一口
垣,土二日,HSJv,hsj,hsj,GB2312,
垤,土至,HHk,,,GB2312,
垦,艮土,VHvn,vhv,vhv,GB2312,
垧,土向,HRg,,,GB2312,
垩,丌䒑土,AUHv,,,GB2312,
垫,扌九丶土,AYOH,,,GB2312,
垭,土丌䒑,HAUh,hau,hau,GB2312,
垮,土大一丂,HGFS,hgf,hgf,GB2312,
垲,土山己,HJBj,,,GB2312,
垴,土文凵,HPXc,,,GB2312,
垸,土宀一兀,HOFH,hof,,GB2312,
埂,土一日乂,HFJW,hfj,hfj,GB2312,
埃,土厶矢,HVQi,hvq,hvq,GB2312,
埋,土甲二,HKSr,hks,hks,GB2312,
城,土戊乙,HDVi,hd,hd,GB2312,
埏,土丿止廴,HQNX,hqn,hqn,GB2312,
埒,土爪寸,HEAc,hea,hea,GB2312,
埔,土甫,HFu,,,GB2312,
埕,土口王,HLGv,hlg,hlg,GB2312,
埘,土日寸,HJAc,hja,hja,GB2312,
埙,土口贝,HLKb,hlk,hlk,GB2312,
埚,土口冂人,HLKT,,,GB2312,
埝,土人丶心,HTOY,hto,hto,GB2312,
域,土戈口一,HGLF,hgl,hgl,GB2312,
埠,土𠂤十,HYDh,hyd,hyd,GB2312,
